SUBJECT,TOPIC,Year,Question ID,c (in thousands),s (in thousands),hc (in thousands),lc (in thousands),Item Difficulty Index (=c*100/s),Item Discrimination Index (=(hc-lc)/27)
MATHEMATICS,CIRCLE,2012,2012065,518,870,15,22,59.54022989,-0.259259259
MATHEMATICS,PARABOLA,2012,2012066,316,465,23,5,67.95698925,0.666666667
MATHEMATICS,ELLIPSE,2012,2012067,607,628,14,8,96.65605096,0.222222222
MATHEMATICS,ELLIPSE,2012,2012068,441,648,14,1,68.05555556,0.481481481
MATHEMATICS,COMPLEX NUMBER,2012,2012069,122,389,25,16,31.36246787,0.333333333
MATHEMATICS,BINOMIAL THEOREM,2012,2012070,353,741,24,3,47.63832659,0.777777778
MATHEMATICS,SEQUENCE & SERIES,2012,2012071,48,371,10,5,12.93800539,0.185185185
MATHEMATICS,SEQUENCE & SERIES,2012,2012072,170,289,11,3,58.82352941,0.296296296
MATHEMATICS,PERMUTION & COMBINATION,2012,2012073,93,792,11,1,11.74242424,0.37037037
MATHEMATICS,MATRIES & DETERMINANTS,2012,2012074,296,429,18,6,68.997669,0.444444444
MATHEMATICS,MATRIES & DETERMINANTS,2012,2012075,222,764,13,13,29.05759162,0
MATHEMATICS,PROBABILITY,2012,2012076,292,779,24,16,37.48395379,0.296296296
MATHEMATICS,MATHEMATICAL REASONING,2012,2012077,133,605,22,12,21.98347107,0.37037037
MATHEMATICS,TRIGO. RATIO & IDENTITIES,2012,2012078,126,242,12,9,52.0661157,0.111111111
MATHEMATICS,SETS & RELATION,2012,2012079,317,561,15,13,56.50623886,0.074074074
MATHEMATICS,CONTINUITY & DERIVABILITY,2012,2012080,14,371,14,20,3.773584906,-0.222222222
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2012,2012081,588,784,13,19,75,-0.222222222
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2012,2012082,136,233,23,1,58.36909871,0.814814815
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2012,2012083,296,719,12,22,41.16828929,-0.37037037
MATHEMATICS,INDEFINITE INTEGRATION,2012,2012084,25,124,23,13,20.16129032,0.37037037
MATHEMATICS,DEFINITE INTEGRATION,2012,2012085,34,976,23,0,3.483606557,0.851851852
MATHEMATICS,AREA UNDER CURVE,2012,2012086,223,358,13,11,62.29050279,0.074074074
MATHEMATICS,DIFFERENTIAL EQUATION,2012,2012087,75,351,10,7,21.36752137,0.111111111
MATHEMATICS,STATISTICS,2012,2012088,1,3,23,19,33.33333333,0.148148148
MATHEMATICS,VECTOR,2012,2012089,102,457,13,8,22.31947484,0.185185185
MATHEMATICS,VECTOR,2012,2012090,793,830,19,9,95.54216867,0.37037037
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2012,2012091,563,568,15,18,99.11971831,-0.111111111
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2012,2012092,139,263,24,12,52.85171103,0.444444444
PHYSICS,ELECTROSTATICS,2013,2013001,169,652,17,11,25.9202454,0.222222222
PHYSICS,ELECTROSTATICS,2013,2013002,19,852,18,9,2.230046948,0.333333333
PHYSICS,CURRENT ELECTRICITY,2013,2013003,261,328,25,21,79.57317073,0.148148148
PHYSICS,CURRENT ELECTRICITY,2013,2013004,128,253,17,17,50.59288538,0
PHYSICS,CAPACITANCE,2013,2013005,124,664,16,13,18.6746988,0.111111111
PHYSICS,ELECTRO MAGNETIC FIELD,2013,2013006,347,817,15,12,42.47246022,0.111111111
PHYSICS,ELECTRO MAGNETIC INDUCTION,2013,2013007,506,569,21,22,88.92794376,-0.037037037
PHYSICS,ELECTRO MAGNETIC INDUCTION,2013,2013008,113,581,14,19,19.44922547,-0.185185185
PHYSICS,ELECTRO MAGNETIC INDUCTION,2013,2013009,13,90,14,16,14.44444444,-0.074074074
PHYSICS,KTG & THERMODYNAMICS,2013,2013010,229,598,22,1,38.29431438,0.777777778
PHYSICS,HEAT TRANSFER,2013,2013011,352,449,24,5,78.39643653,0.703703704
PHYSICS,SIMPLE HARMONIC MOTION,2013,2013012,612,855,18,2,71.57894737,0.592592593
PHYSICS,SIMPLE HARMONIC MOTION,2013,2013013,89,99,20,5,89.8989899,0.555555556
PHYSICS,WAVE ON A STRING,2013,2013014,47,602,17,21,7.80730897,-0.148148148
PHYSICS,GEOMETRICAL OPTICS,2013,2013015,18,27,20,18,66.66666667,0.074074074
PHYSICS,GEOMETRICAL OPTICS,2013,2013016,230,955,21,3,24.08376963,0.666666667
PHYSICS,WAVE OPTICS,2013,2013017,343,417,13,15,82.25419664,-0.074074074
PHYSICS,WAVE OPTICS,2013,2013018,338,715,13,16,47.27272727,-0.111111111
PHYSICS,UNIT & DIMENSION,2013,2013019,126,146,26,13,86.30136986,0.481481481
PHYSICS,PROJECTILE MOTION,2013,2013020,412,986,22,21,41.78498986,0.037037037
PHYSICS,CENTRE OF MASS,2013,2013021,323,668,12,15,48.35329341,-0.111111111
PHYSICS,RIGID BODY DYNAMICS,2013,2013022,616,879,14,5,70.07963595,0.333333333
PHYSICS,GRAVITATION,2013,2013023,27,68,16,7,39.70588235,0.333333333
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2013,2013024,429,460,22,19,93.26086957,0.111111111
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2013,2013025,10,12,18,21,83.33333333,-0.111111111
PHYSICS,MODERN PHYSICS,2013,2013026,306,481,12,20,63.61746362,-0.296296296
PHYSICS,MODERN PHYSICS,2013,2013027,367,881,24,16,41.65720772,0.296296296
PHYSICS,SEMICONDUCTORS,2013,2013028,289,881,11,16,32.80363224,-0.185185185
PHYSICS,ELECTROMAGNETIC WAVES & COMMUNICATION,2013,2013029,910,984,19,17,92.4796748,0.074074074
PHYSICS,ELECTROMAGNETIC WAVES & COMMUNICATION,2013,2013030,377,571,24,6,66.02451839,0.666666667
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2013,2013031,129,212,19,21,60.8490566,-0.074074074
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2013,2013032,193,226,26,20,85.39823009,0.222222222
CHEMISTRY,ATOMIC STRUCTURE,2013,2013033,116,903,13,13,12.84606866,0
CHEMISTRY,GASEOUS STATE,2013,2013034,229,585,18,14,39.14529915,0.148148148
CHEMISTRY,GASEOUS STATE,2013,2013035,100,308,19,14,32.46753247,0.185185185
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2013,2013036,117,254,25,17,46.06299213,0.296296296
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2013,2013037,216,336,12,6,64.28571429,0.222222222
CHEMISTRY,IONIC EQUILIBRIUM,2013,2013038,465,980,14,13,47.44897959,0.037037037
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2013,2013039,87,193,10,18,45.07772021,-0.296296296
CHEMISTRY,PROPERTIES,2013,2013040,20,379,17,6,5.277044855,0.407407407
CHEMISTRY,CHEMICAL BONDING,2013,2013041,72,281,23,8,25.6227758,0.555555556
CHEMISTRY,CHEMICAL BONDING,2013,2013042,28,33,17,16,84.84848485,0.037037037
CHEMISTRY,CHEMICAL BONDING,2013,2013043,559,656,25,12,85.21341463,0.481481481
CHEMISTRY,CHEMICAL BONDING,2013,2013044,208,213,14,10,97.65258216,0.148148148
CHEMISTRY,P-BLOCK,2013,2013045,466,777,18,15,59.97425997,0.111111111
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-II,2013,2013046,183,246,12,18,74.3902439,-0.222222222
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-II,2013,2013047,25,256,12,15,9.765625,-0.111111111
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-II,2013,2013048,187,427,18,22,43.79391101,-0.148148148
CHEMISTRY,CHEMICAL KINETICS,2013,2013049,143,317,10,9,45.11041009,0.037037037
CHEMISTRY,ELECTROCHEMISTRY,2013,2013050,93,775,25,11,12,0.518518519
CHEMISTRY,SOLID STATE,2013,2013051,402,510,20,1,78.82352941,0.703703704
CHEMISTRY,SURFACE CHEMISTRY,2013,2013052,48,395,24,1,12.15189873,0.851851852
CHEMISTRY,TRANSITION ELEMENTS AND,2013,2013053,3,88,21,12,3.409090909,0.333333333
CHEMISTRY,COORDINATION CHEMISTRY,2013,2013054,210,354,19,5,59.3220339,0.518518519
CHEMISTRY,D-BLOCK & F-BOLCK,2013,2013055,0,42,26,2,0,0.888888889
CHEMISTRY,D-BLOCK & F-BOLCK,2013,2013056,69,277,18,8,24.90974729,0.37037037
CHEMISTRY,PRACTICAL ORGANIC CHEMISTRY (POC),2013,2013057,18,285,23,2,6.315789474,0.777777778
CHEMISTRY,ALKYL HALIDES,2013,2013058,324,641,16,16,50.54602184,0
CHEMISTRY,CARBOXYLIC ACID & THEIR DERIVATIVES,2013,2013059,474,786,27,8,60.30534351,0.703703704
CHEMISTRY,CARBOXYLIC ACID & THEIR DERIVATIVES,2013,2013060,22,418,20,10,5.263157895,0.37037037
CHEMISTRY,CARBOXYLIC ACID & THEIR DERIVATIVES,2013,2013061,76,727,10,22,10.45392022,-0.444444444
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2013,2013062,20,172,16,3,11.62790698,0.481481481
MATHEMATICS,STRAIGHT LINE,2013,2013063,372,506,22,20,73.51778656,0.074074074
MATHEMATICS,STRAIGHT LINE,2013,2013064,134,137,24,21,97.81021898,0.111111111
MATHEMATICS,CIRCLE,2013,2013065,230,371,11,20,61.99460916,-0.333333333
MATHEMATICS,PARABOLA,2013,2013066,188,785,25,12,23.94904459,0.481481481
MATHEMATICS,ELLIPSE,2013,2013067,346,417,15,10,82.9736211,0.185185185
MATHEMATICS,COMPLEX NUMBER,2013,2013068,171,287,21,19,59.58188153,0.074074074
MATHEMATICS,BINOMIAL THEOREM,2013,2013069,156,312,10,16,50,-0.222222222
MATHEMATICS,SEQUENCE & SERIES,2013,2013070,7,17,11,3,41.17647059,0.296296296
MATHEMATICS,PERMUTION & COMBINATION,2013,2013071,3,20,13,8,15,0.185185185
MATHEMATICS,QUADRATIC EQUATION,2013,2013072,212,552,26,12,38.4057971,0.518518519
MATHEMATICS,MATRIES & DETERMINANTS,2013,2013073,384,712,26,3,53.93258427,0.851851852
MATHEMATICS,MATRIES & DETERMINANTS,2013,2013074,132,297,26,18,44.44444444,0.296296296
MATHEMATICS,PROBABILITY,2013,2013075,744,915,24,9,81.31147541,0.555555556
MATHEMATICS,MATHEMATICAL REASONING,2013,2013076,137,236,17,4,58.05084746,0.481481481
MATHEMATICS,TRIGO. RATIO & IDENTITIES,2013,2013077,336,343,20,15,97.95918367,0.185185185
MATHEMATICS,TRIGONOMETRIC EQUATION,2013,2013078,18,36,25,12,50,0.481481481
MATHEMATICS,INVERSE TRIGONOMETRIC FUNCTION,2013,2013079,87,156,13,21,55.76923077,-0.296296296
MATHEMATICS,SETS & RELATION,2013,2013080,27,98,25,20,27.55102041,0.185185185
MATHEMATICS,LIMIT OF FUNCTION,2013,2013081,14,113,24,21,12.38938053,0.111111111
MATHEMATICS,DIFFERENTIATION (MOD),2013,2013082,440,709,25,2,62.05923836,0.851851852
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2013,2013083,4,63,14,15,6.349206349,-0.037037037
MATHEMATICS,INDEFINITE INTEGRATION,2013,2013084,200,818,17,20,24.44987775,-0.111111111
MATHEMATICS,DEFINITE INTEGRATION,2013,2013085,324,685,11,13,47.29927007,-0.074074074
MATHEMATICS,DEFINITE INTEGRATION,2013,2013086,177,489,26,3,36.19631902,0.851851852
MATHEMATICS,AREA UNDER CURVE,2013,2013087,86,664,24,16,12.95180723,0.296296296
MATHEMATICS,DIFFERENTIAL EQUATION,2013,2013088,415,789,26,13,52.5982256,0.481481481
MATHEMATICS,STATISTICS,2013,2013089,34,664,17,0,5.120481928,0.62962963
MATHEMATICS,VECTOR,2013,2013090,349,946,11,4,36.89217759,0.259259259
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2013,2013091,100,474,24,20,21.09704641,0.148148148
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2013,2013092,152,200,14,22,76,-0.296296296
PHYSICS,ELECTROSTATICS,2014,2014001,824,894,20,19,92.17002237,0.037037037
PHYSICS,CURRENT ELECTRICITY,2014,2014002,92,180,23,21,51.11111111,0.074074074
PHYSICS,CAPACITANCE,2014,2014003,101,334,19,6,30.23952096,0.481481481
PHYSICS,ELECTRO MAGNETIC FIELD,2014,2014004,47,603,16,4,7.794361526,0.444444444
PHYSICS,ELECTRO MAGNETIC FIELD,2014,2014005,425,477,20,9,89.09853249,0.407407407
PHYSICS,ELECTRO MAGNETIC INDUCTION,2014,2014006,6,337,15,20,1.78041543,-0.185185185
PHYSICS,KTG & THERMODYNAMICS,2014,2014007,30,95,11,7,31.57894737,0.148148148
PHYSICS,KTG & THERMODYNAMICS,2014,2014008,112,231,12,12,48.48484848,0
PHYSICS,HEAT TRANSFER,2014,2014009,204,571,13,16,35.7267951,-0.111111111
PHYSICS,SIMPLE HARMONIC MOTION,2014,2014010,18,323,21,16,5.572755418,0.185185185
PHYSICS,SOUND WAVES,2014,2014011,260,662,19,10,39.27492447,0.333333333
PHYSICS,GEOMETRICAL OPTICS,2014,2014012,593,608,25,10,97.53289474,0.555555556
PHYSICS,GEOMETRICAL OPTICS,2014,2014013,558,569,27,9,98.06678383,0.666666667
PHYSICS,WAVE OPTICS,2014,2014014,186,244,23,2,76.2295082,0.777777778
PHYSICS,ERROR IN MEASUREMENT,2014,2014015,413,567,21,20,72.83950617,0.037037037
PHYSICS,ERROR IN MEASUREMENT,2014,2014016,418,469,26,19,89.12579957,0.259259259
PHYSICS,PROJECTILE MOTION,2014,2014017,100,425,10,1,23.52941176,0.333333333
PHYSICS,PROJECTILE MOTION,2014,2014018,194,500,22,5,38.8,0.62962963
PHYSICS,FRICTION,2014,2014019,330,438,14,17,75.34246575,-0.111111111
PHYSICS,"WORK, POWER & ENERGY",2014,2014020,35,52,10,16,67.30769231,-0.222222222
PHYSICS,RIGID BODY DYNAMICS,2014,2014021,79,484,17,21,16.32231405,-0.148148148
PHYSICS,RIGID BODY DYNAMICS,2014,2014022,173,502,20,6,34.46215139,0.518518519
PHYSICS,GRAVITATION,2014,2014023,418,512,12,12,81.640625,0
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2014,2014024,15,39,24,3,38.46153846,0.777777778
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2014,2014025,85,153,25,0,55.55555556,0.925925926
PHYSICS,MODERN PHYSICS,2014,2014026,38,531,13,17,7.156308851,-0.148148148
PHYSICS,MODERN PHYSICS,2014,2014027,391,957,21,4,40.85684431,0.62962963
PHYSICS,SEMICONDUCTORS,2014,2014028,722,829,17,9,87.09288299,0.296296296
PHYSICS,ELECTROMAGNETIC WAVES & COMMUNICATION,2014,2014029,214,281,10,16,76.15658363,-0.222222222
PHYSICS,ELECTROMAGNETIC WAVES & COMMUNICATION,2014,2014030,3,51,22,4,5.882352941,0.666666667
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2014,2014031,817,943,26,4,86.63838812,0.814814815
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2014,2014032,58,907,23,2,6.394707828,0.777777778
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2014,2014033,104,197,11,16,52.79187817,-0.185185185
CHEMISTRY,ATOMIC STRUCTURE,2014,2014034,42,67,22,20,62.68656716,0.074074074
CHEMISTRY,GASEOUS STATE,2014,2014035,168,641,13,9,26.20904836,0.148148148
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2014,2014036,458,564,21,6,81.20567376,0.555555556
CHEMISTRY,CHEMICAL EQUILIBRIUM,2014,2014037,700,837,13,5,83.63201912,0.296296296
CHEMISTRY,CHEMICAL BONDING,2014,2014038,90,904,26,9,9.955752212,0.62962963
CHEMISTRY,CHEMICAL BONDING,2014,2014039,234,504,13,13,46.42857143,0
CHEMISTRY,P-BLOCK,2014,2014040,400,623,11,21,64.20545746,-0.37037037
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-II,2014,2014041,270,509,26,17,53.04518664,0.333333333
CHEMISTRY,CHEMICAL KINETICS,2014,2014042,88,182,17,11,48.35164835,0.222222222
CHEMISTRY,ELECTROCHEMISTRY,2014,2014043,542,721,16,18,75.17337032,-0.074074074
CHEMISTRY,ELECTROCHEMISTRY,2014,2014044,9,12,15,10,75,0.185185185
CHEMISTRY,ELECTROCHEMISTRY,2014,2014045,449,504,21,22,89.08730159,-0.037037037
CHEMISTRY,ELECTROCHEMISTRY,2014,2014046,170,275,23,2,61.81818182,0.777777778
CHEMISTRY,SOLID STATE,2014,2014047,404,546,10,22,73.99267399,-0.444444444
CHEMISTRY,COLLIGATIVE PEROPERTIES,2014,2014048,95,930,22,7,10.21505376,0.555555556
CHEMISTRY,TRANSITION ELEMENTS AND,2014,2014049,15,359,26,21,4.178272981,0.185185185
CHEMISTRY,COORDINATION CHEMISTRY,2014,2014050,94,814,22,10,11.54791155,0.444444444
CHEMISTRY,D-BLOCK & F-BOLCK,2014,2014051,183,946,15,15,19.34460888,0
CHEMISTRY,D-BLOCK & F-BOLCK,2014,2014052,412,528,11,6,78.03030303,0.185185185
CHEMISTRY,PRACTICAL ORGANIC CHEMISTRY (POC),2014,2014053,97,104,25,20,93.26923077,0.185185185
CHEMISTRY,HYDROCARBONS,2014,2014054,634,737,16,10,86.02442334,0.222222222
CHEMISTRY,ALKYL HALIDES,2014,2014055,264,449,21,8,58.79732739,0.481481481
CHEMISTRY,ALCOHOLS AND ETHERS (REACTION MECHANISM),2014,2014056,286,999,24,3,28.62862863,0.777777778
CHEMISTRY,AROMATIC COMPOUND,2014,2014057,228,314,14,17,72.61146497,-0.111111111
CHEMISTRY,CARBOXYLIC ACID & THEIR DERIVATIVES,2014,2014058,189,551,16,9,34.30127042,0.259259259
CHEMISTRY,AMINES,2014,2014059,677,726,27,4,93.25068871,0.851851852
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2014,2014060,7,254,13,2,2.755905512,0.407407407
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2014,2014061,269,508,14,5,52.95275591,0.333333333
MATHEMATICS,STRAIGHT LINE,2014,2014062,599,985,11,5,60.81218274,0.222222222
MATHEMATICS,STRAIGHT LINE,2014,2014063,86,285,20,19,30.1754386,0.037037037
MATHEMATICS,CIRCLE,2014,2014064,77,208,26,17,37.01923077,0.333333333
MATHEMATICS,PARABOLA,2014,2014065,228,624,11,6,36.53846154,0.185185185
MATHEMATICS,ELLIPSE,2014,2014066,498,577,24,4,86.3084922,0.740740741
MATHEMATICS,COMPLEX NUMBER,2014,2014067,17,919,20,17,1.849836779,0.111111111
MATHEMATICS,BINOMIAL THEOREM,2014,2014068,307,569,23,19,53.9543058,0.148148148
MATHEMATICS,SEQUENCE & SERIES,2014,2014069,192,221,10,20,86.87782805,-0.37037037
MATHEMATICS,SEQUENCE & SERIES,2014,2014070,222,835,11,19,26.58682635,-0.296296296
MATHEMATICS,QUADRATIC EQUATION,2014,2014071,469,818,10,13,57.33496333,-0.111111111
MATHEMATICS,QUADRATIC EQUATION,2014,2014072,697,812,14,15,85.83743842,-0.037037037
MATHEMATICS,MATRIES & DETERMINANTS,2014,2014073,923,949,27,6,97.26027397,0.777777778
MATHEMATICS,MATRIES & DETERMINANTS,2014,2014074,120,204,23,10,58.82352941,0.481481481
MATHEMATICS,PROBABILITY,2014,2014075,98,158,15,1,62.02531646,0.518518519
MATHEMATICS,MATHEMATICAL REASONING,2014,2014076,53,119,19,4,44.53781513,0.555555556
MATHEMATICS,TRIGONOMETRIC EQUATION,2014,2014077,150,407,20,12,36.85503686,0.296296296
MATHEMATICS,HEIGHT & DISTANCE,2014,2014078,6,93,22,14,6.451612903,0.296296296
MATHEMATICS,SETS & RELATION,2014,2014079,374,443,18,8,84.42437923,0.37037037
MATHEMATICS,FUNCTIONS,2014,2014080,48,580,22,12,8.275862069,0.37037037
MATHEMATICS,LIMIT OF FUNCTION,2014,2014081,802,966,25,6,83.02277433,0.703703704
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2014,2014082,35,325,17,4,10.76923077,0.481481481
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2014,2014083,43,137,16,15,31.38686131,0.037037037
MATHEMATICS,INDEFINITE INTEGRATION,2014,2014084,364,692,20,10,52.60115607,0.37037037
MATHEMATICS,INDEFINITE INTEGRATION,2014,2014085,138,236,17,7,58.47457627,0.37037037
MATHEMATICS,AREA UNDER CURVE,2014,2014086,366,836,14,5,43.77990431,0.333333333
MATHEMATICS,DIFFERENTIAL EQUATION,2014,2014087,719,919,15,12,78.23721436,0.111111111
MATHEMATICS,STATISTICS,2014,2014088,316,497,16,1,63.58148893,0.555555556
MATHEMATICS,VECTOR,2014,2014089,43,131,22,8,32.82442748,0.518518519
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2014,2014090,9,29,27,11,31.03448276,0.592592593
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2014,2014091,202,215,23,2,93.95348837,0.777777778
MATHEMATICS,ELECTROSTATICS,2015,2015001,200,220,17,6,90.90909091,0.407407407
MATHEMATICS,ELECTROSTATICS,2015,2015002,624,718,13,11,86.90807799,0.074074074
MATHEMATICS,CURRENT ELECTRICITY,2015,2015003,382,895,17,18,42.68156425,-0.037037037
MATHEMATICS,CURRENT ELECTRICITY,2015,2015004,168,453,18,13,37.08609272,0.185185185
MATHEMATICS,CAPACITANCE,2015,2015005,327,631,15,1,51.82250396,0.518518519
MATHEMATICS,ELECTRO MAGNETIC FIELD,2015,2015006,403,814,27,21,49.50859951,0.222222222
MATHEMATICS,ELECTRO MAGNETIC FIELD,2015,2015007,33,65,23,3,50.76923077,0.740740741
MATHEMATICS,ELECTRO MAGNETIC FIELD,2015,2015008,198,515,13,6,38.44660194,0.259259259
MATHEMATICS,ELECTRO MAGNETIC INDUCTION,2015,2015009,361,790,15,1,45.69620253,0.518518519
MATHEMATICS,ELECTRO MAGNETIC INDUCTION,2015,2015010,381,654,18,15,58.25688073,0.111111111
MATHEMATICS,KTG & THERMODYNAMICS,2015,2015011,80,651,15,4,12.28878648,0.407407407
MATHEMATICS,KTG & THERMODYNAMICS,2015,2015012,632,968,10,22,65.2892562,-0.444444444
MATHEMATICS,KTG & THERMODYNAMICS,2015,2015013,78,378,26,10,20.63492063,0.592592593
MATHEMATICS,SIMPLE HARMONIC MOTION,2015,2015014,119,548,25,14,21.71532847,0.407407407
MATHEMATICS,SOUND WAVES,2015,2015015,118,366,16,21,32.24043716,-0.185185185
MATHEMATICS,GEOMETRICAL OPTICS,2015,2015016,274,338,23,1,81.06508876,0.814814815
MATHEMATICS,WAVE OPTICS,2015,2015017,296,365,12,6,81.09589041,0.222222222
MATHEMATICS,WAVE OPTICS,2015,2015018,38,296,17,13,12.83783784,0.148148148
MATHEMATICS,ERROR IN MEASUREMENT,2015,2015019,225,405,13,4,55.55555556,0.333333333
MATHEMATICS,RELATIVE MOTION,2015,2015020,320,764,27,13,41.88481675,0.518518519
MATHEMATICS,FRICTION,2015,2015021,184,637,12,22,28.88540031,-0.37037037
MATHEMATICS,CENTRE OF MASS,2015,2015022,661,988,10,10,66.90283401,0
MATHEMATICS,CENTRE OF MASS,2015,2015023,548,649,23,11,84.4375963,0.444444444
MATHEMATICS,RIGID BODY DYNAMICS,2015,2015024,469,804,17,19,58.33333333,-0.074074074
MATHEMATICS,GRAVITATION,2015,2015025,67,149,14,3,44.96644295,0.407407407
MATHEMATICS,FLUID MECHANICS & PROPERTIES OF MATTER,2015,2015026,30,72,19,22,41.66666667,-0.111111111
MATHEMATICS,MODERN PHYSICS,2015,2015027,167,576,26,8,28.99305556,0.666666667
MATHEMATICS,MODERN PHYSICS,2015,2015028,165,572,10,15,28.84615385,-0.185185185
MATHEMATICS,ELECTROMAGNETIC WAVES & COMMUNICATION,2015,2015029,45,118,25,5,38.13559322,0.740740741
MATHEMATICS,ELECTROMAGNETIC WAVES & COMMUNICATION,2015,2015030,167,297,15,20,56.22895623,-0.185185185
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2015,2015031,200,735,20,16,27.21088435,0.148148148
CHEMISTRY,ATOMIC STRUCTURE,2015,2015032,675,866,14,9,77.94457275,0.185185185
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2015,2015033,131,603,25,21,21.72470978,0.148148148
CHEMISTRY,CHEMICAL EQUILIBRIUM,2015,2015034,1,26,13,15,3.846153846,-0.074074074
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2015,2015035,420,455,26,6,92.30769231,0.740740741
CHEMISTRY,PROPERTIES,2015,2015036,125,320,27,11,39.0625,0.592592593
CHEMISTRY,CHEMICAL BONDING,2015,2015037,128,637,10,21,20.09419152,-0.407407407
CHEMISTRY,CHEMICAL BONDING,2015,2015038,157,775,13,1,20.25806452,0.444444444
CHEMISTRY,P-BLOCK,2015,2015039,503,572,24,20,87.93706294,0.148148148
CHEMISTRY,P-BLOCK,2015,2015040,217,524,17,4,41.41221374,0.481481481
CHEMISTRY,P-BLOCK,2015,2015041,233,310,18,16,75.16129032,0.074074074
CHEMISTRY,S-BLOCK,2015,2015042,338,495,25,5,68.28282828,0.740740741
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2015,2015043,418,451,12,2,92.68292683,0.37037037
CHEMISTRY,CHEMICAL KINETICS,2015,2015044,73,125,23,13,58.4,0.37037037
CHEMISTRY,ELECTROCHEMISTRY,2015,2015045,122,963,25,3,12.66874351,0.814814815
CHEMISTRY,SOLID STATE,2015,2015046,33,128,13,21,25.78125,-0.296296296
CHEMISTRY,COLLIGATIVE PEROPERTIES,2015,2015047,475,491,20,18,96.7413442,0.074074074
CHEMISTRY,SURFACE CHEMISTRY,2015,2015048,31,433,12,18,7.159353349,-0.222222222
CHEMISTRY,SURFACE CHEMISTRY,2015,2015049,422,446,25,5,94.61883408,0.740740741
CHEMISTRY,TRANSITION ELEMENTS AND,2015,2015050,63,107,10,12,58.87850467,-0.074074074
CHEMISTRY,COORDINATION CHEMISTRY,2015,2015051,244,290,24,12,84.13793103,0.444444444
CHEMISTRY,METALLURGY,2015,2015052,479,862,21,3,55.56844548,0.666666667
CHEMISTRY,D-BLOCK & F-BOLCK,2015,2015053,34,225,16,2,15.11111111,0.518518519
CHEMISTRY,QUALITATIVE ANALYSIS,2015,2015054,14,19,18,8,73.68421053,0.37037037
CHEMISTRY,PRACTICAL ORGANIC CHEMISTRY (POC),2015,2015055,28,116,15,18,24.13793103,-0.111111111
CHEMISTRY,PRACTICAL ORGANIC CHEMISTRY (POC),2015,2015056,#NUM!,1,15,4,#NUM!,0.407407407
CHEMISTRY,PRACTICAL ORGANIC CHEMISTRY (POC),2015,2015057,214,227,14,12,94.27312775,0.074074074
CHEMISTRY,ALKYL HALIDES,2015,2015058,18,614,20,6,2.931596091,0.518518519
CHEMISTRY,ALCOHOLS AND ETHERS (REACTION MECHANISM),2015,2015059,569,583,10,6,97.59862779,0.148148148
CHEMISTRY,AROMATIC COMPOUND,2015,2015060,53,332,16,5,15.96385542,0.407407407
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2015,2015061,70,863,20,12,8.111239861,0.296296296
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2015,2015062,4,62,11,21,6.451612903,-0.37037037
MATHEMATICS,STRAIGHT LINE,2015,2015063,473,671,14,9,70.49180328,0.185185185
MATHEMATICS,CIRCLE,2015,2015064,202,445,17,18,45.39325843,-0.037037037
